id,x,y,z,theta
57,807.0,1595.0,0,0.0
56,807.0,1595.0,0,0.04052034650700413
21,2221.0,1596.0,0,-155.14841414028783
22,2126.0,1552.0,0,-145.59152774797138
20,2053.0,1502.0,0,-179.8609328470889
19,817.0,1499.0,0,-140.9061411137705
17,673.0,1382.0,0,-90.0
14,673.0,721.0,0,-60.57254359681026
9,783.0,526.0,0,-62.300527191945
8,867.0,366.0,0,-137.4238535159125
58,790.6080655270729,295.8126886448789,0,-137.4238535159125
