x,y,z,theta
1480.523675,1595.476325,0.0,0.04052
1481.522968,1595.477032,0.0,0.04052
1482.522261,1595.477739,0.0,0.04052
1483.521555,1595.478445,0.0,0.04052
1484.520848,1595.479152,0.0,0.04052
1485.520141,1595.479859,0.0,0.04052
1486.519435,1595.480565,0.0,0.04052
1487.518728,1595.481272,0.0,0.04052
1488.518021,1595.481979,0.0,0.04052
1489.517314,1595.482686,0.0,0.04052
1490.516608,1595.483392,0.0,0.04052
1491.515901,1595.484099,0.0,0.04052
1492.515194,1595.484806,0.0,0.04052
1493.514488,1595.485512,0.0,0.04052
1494.513781,1595.486219,0.0,0.04052
1495.513074,1595.486926,0.0,0.04052
1496.512367,1595.487633,0.0,0.04052
1497.511661,1595.488339,0.0,0.04052
1498.510954,1595.489046,0.0,0.04052
1499.510247,1595.489753,0.0,0.04052
1500.509541,1595.490459,0.0,0.04052
1501.508834,1595.491166,0.0,0.04052
1502.508127,1595.491873,0.0,0.04052
1503.50742,1595.49258,0.0,0.04052
1504.506714,1595.493286,0.0,0.04052
1505.506007,1595.493993,0.0,0.04052
1506.5053,1595.4947,0.0,0.04052
1507.504594,1595.495406,0.0,0.04052
1508.503887,1595.496113,0.0,0.04052
1509.50318,1595.49682,0.0,0.04052
1510.502473,1595.497527,0.0,0.04052
1511.501767,1595.498233,0.0,0.04052
1512.50106,1595.49894,0.0,0.04052
1513.500353,1595.499647,0.0,0.04052
1514.499647,1595.500353,0.0,0.04052
1515.49894,1595.50106,0.0,0.04052
1516.498233,1595.501767,0.0,0.04052
1517.497527,1595.502473,0.0,0.04052
1518.49682,1595.50318,0.0,0.04052
1519.496113,1595.503887,0.0,0.04052
1520.495406,1595.504594,0.0,0.04052
1521.4947,1595.5053,0.0,0.04052
1522.493993,1595.506007,0.0,0.04052
1523.493286,1595.506714,0.0,0.04052
1524.49258,1595.50742,0.0,0.04052
1525.491873,1595.508127,0.0,0.04052
1526.491166,1595.508834,0.0,0.04052
1527.490459,1595.509541,0.0,0.04052
1528.489753,1595.510247,0.0,0.04052
1529.489046,1595.510954,0.0,0.04052
1530.488339,1595.511661,0.0,0.04052
1531.487633,1595.512367,0.0,0.04052
1532.486926,1595.513074,0.0,0.04052
1533.486219,1595.513781,0.0,0.04052
1534.485512,1595.514488,0.0,0.04052
1535.484806,1595.515194,0.0,0.04052
1536.484099,1595.515901,0.0,0.04052
1537.483392,1595.516608,0.0,0.04052
1538.482686,1595.517314,0.0,0.04052
1539.481979,1595.518021,0.0,0.04052
1540.481272,1595.518728,0.0,0.04052
1541.480565,1595.519435,0.0,0.04052
1542.479859,1595.520141,0.0,0.04052
1543.479152,1595.520848,0.0,0.04052
1544.478445,1595.521555,0.0,0.04052
1545.477739,1595.522261,0.0,0.04052
1546.477032,1595.522968,0.0,0.04052
1547.476325,1595.523675,0.0,0.04052
1548.475618,1595.524382,0.0,0.04052
1549.474912,1595.525088,0.0,0.04052
1550.474205,1595.525795,0.0,0.04052
1551.473498,1595.526502,0.0,0.04052
1552.472792,1595.527208,0.0,0.04052
1553.472085,1595.527915,0.0,0.04052
1554.471378,1595.528622,0.0,0.04052
1555.470671,1595.529329,0.0,0.04052
1556.469965,1595.530035,0.0,0.04052
1557.469258,1595.530742,0.0,0.04052
1558.468551,1595.531449,0.0,0.04052
1559.467845,1595.532155,0.0,0.04052
1560.467138,1595.532862,0.0,0.04052
1561.466431,1595.533569,0.0,0.04052
1562.465724,1595.534276,0.0,0.04052
1563.465018,1595.534982,0.0,0.04052
1564.464311,1595.535689,0.0,0.04052
1565.463604,1595.536396,0.0,0.04052
1566.462898,1595.537102,0.0,0.04052
1567.462191,1595.537809,0.0,0.04052
1568.461484,1595.538516,0.0,0.04052
1569.460777,1595.539223,0.0,0.04052
1570.460071,1595.539929,0.0,0.04052
1571.459364,1595.540636,0.0,0.04052
1572.458657,1595.541343,0.0,0.04052
1573.457951,1595.542049,0.0,0.04052
1574.457244,1595.542756,0.0,0.04052
1575.456537,1595.543463,0.0,0.04052
1576.45583,1595.54417,0.0,0.04052
1577.455124,1595.544876,0.0,0.04052
1578.454417,1595.545583,0.0,0.04052
1579.45371,1595.54629,0.0,0.04052
1580.453004,1595.546996,0.0,0.04052
1581.452297,1595.547703,0.0,0.04052
1582.45159,1595.54841,0.0,0.04052
1583.450883,1595.549117,0.0,0.04052
1584.450177,1595.549823,0.0,0.04052
1585.44947,1595.55053,0.0,0.04052
1586.448763,1595.551237,0.0,0.04052
1587.448057,1595.551943,0.0,0.04052
1588.44735,1595.55265,0.0,0.04052
1589.446643,1595.553357,0.0,0.04052
1590.445936,1595.554064,0.0,0.04052
1591.44523,1595.55477,0.0,0.04052
1592.444523,1595.555477,0.0,0.04052
1593.443816,1595.556184,0.0,0.04052
1594.44311,1595.55689,0.0,0.04052
1595.442403,1595.557597,0.0,0.04052
1596.441696,1595.558304,0.0,0.04052
1597.440989,1595.559011,0.0,0.04052
1598.440283,1595.559717,0.0,0.04052
1599.439576,1595.560424,0.0,0.04052
1600.438869,1595.561131,0.0,0.04052
1601.438163,1595.561837,0.0,0.04052
1602.437456,1595.562544,0.0,0.04052
1603.436749,1595.563251,0.0,0.04052
1604.436042,1595.563958,0.0,0.04052
1605.435336,1595.564664,0.0,0.04052
1606.434629,1595.565371,0.0,0.04052
1607.433922,1595.566078,0.0,0.04052
1608.433216,1595.566784,0.0,0.04052
1609.432509,1595.567491,0.0,0.04052
1610.431802,1595.568198,0.0,0.04052
1611.431095,1595.568905,0.0,0.04052
1612.430389,1595.569611,0.0,0.04052
1613.429682,1595.570318,0.0,0.04052
1614.428975,1595.571025,0.0,0.04052
1615.428269,1595.571731,0.0,0.04052
1616.427562,1595.572438,0.0,0.04052
1617.426855,1595.573145,0.0,0.04052
1618.426148,1595.573852,0.0,0.04052
1619.425442,1595.574558,0.0,0.04052
1620.424735,1595.575265,0.0,0.04052
1621.424028,1595.575972,0.0,0.04052
1622.423322,1595.576678,0.0,0.04052
1623.422615,1595.577385,0.0,0.04052
1624.421908,1595.578092,0.0,0.04052
1625.421201,1595.578799,0.0,0.04052
1626.420495,1595.579505,0.0,0.04052
1627.419788,1595.580212,0.0,0.04052
1628.419081,1595.580919,0.0,0.04052
1629.418375,1595.581625,0.0,0.04052
1630.417668,1595.582332,0.0,0.04052
1631.416961,1595.583039,0.0,0.04052
1632.416254,1595.583746,0.0,0.04052
1633.415548,1595.584452,0.0,0.04052
1634.414841,1595.585159,0.0,0.04052
1635.414134,1595.585866,0.0,0.04052
1636.413428,1595.586572,0.0,0.04052
1637.412721,1595.587279,0.0,0.04052
1638.412014,1595.587986,0.0,0.04052
1639.411307,1595.588693,0.0,0.04052
1640.410601,1595.589399,0.0,0.04052
1641.409894,1595.590106,0.0,0.04052
1642.409187,1595.590813,0.0,0.04052
1643.408481,1595.591519,0.0,0.04052
1644.407774,1595.592226,0.0,0.04052
1645.407067,1595.592933,0.0,0.04052
1646.40636,1595.59364,0.0,0.04052
1647.405654,1595.594346,0.0,0.04052
1648.404947,1595.595053,0.0,0.04052
1649.40424,1595.59576,0.0,0.04052
1650.403534,1595.596466,0.0,0.04052
1651.402827,1595.597173,0.0,0.04052
1652.40212,1595.59788,0.0,0.04052
1653.401413,1595.598587,0.0,0.04052
1654.400707,1595.599293,0.0,0.04052
1655.4,1595.6,0.0,0.04052
1656.399293,1595.600707,0.0,0.04052
1657.398587,1595.601413,0.0,0.04052
1658.39788,1595.60212,0.0,0.04052
1659.397173,1595.602827,0.0,0.04052
1660.396466,1595.603534,0.0,0.04052
1661.39576,1595.60424,0.0,0.04052
1662.395053,1595.604947,0.0,0.04052
1663.394346,1595.605654,0.0,0.04052
1664.39364,1595.60636,0.0,0.04052
1665.392933,1595.607067,0.0,0.04052
1666.392226,1595.607774,0.0,0.04052
1667.391519,1595.608481,0.0,0.04052
1668.390813,1595.609187,0.0,0.04052
1669.390106,1595.609894,0.0,0.04052
1670.389399,1595.610601,0.0,0.04052
1671.388693,1595.611307,0.0,0.04052
1672.387986,1595.612014,0.0,0.04052
1673.387279,1595.612721,0.0,0.04052
1674.386572,1595.613428,0.0,0.04052
1675.385866,1595.614134,0.0,0.04052
1676.385159,1595.614841,0.0,0.04052
1677.384452,1595.615548,0.0,0.04052
1678.383746,1595.616254,0.0,0.04052
1679.383039,1595.616961,0.0,0.04052
1680.382332,1595.617668,0.0,0.04052
1681.381625,1595.618375,0.0,0.04052
1682.380919,1595.619081,0.0,0.04052
1683.380212,1595.619788,0.0,0.04052
1684.379505,1595.620495,0.0,0.04052
1685.378799,1595.621201,0.0,0.04052
1686.378092,1595.621908,0.0,0.04052
1687.377385,1595.622615,0.0,0.04052
1688.376678,1595.623322,0.0,0.04052
1689.375972,1595.624028,0.0,0.04052
1690.375265,1595.624735,0.0,0.04052
1691.374558,1595.625442,0.0,0.04052
1692.373852,1595.626148,0.0,0.04052
1693.373145,1595.626855,0.0,0.04052
1694.372438,1595.627562,0.0,0.04052
1695.371731,1595.628269,0.0,0.04052
1696.371025,1595.628975,0.0,0.04052
1697.370318,1595.629682,0.0,0.04052
1698.369611,1595.630389,0.0,0.04052
1699.368905,1595.631095,0.0,0.04052
1700.368198,1595.631802,0.0,0.04052
1701.367491,1595.632509,0.0,0.04052
1702.366784,1595.633216,0.0,0.04052
1703.366078,1595.633922,0.0,0.04052
1704.365371,1595.634629,0.0,0.04052
1705.364664,1595.635336,0.0,0.04052
1706.363958,1595.636042,0.0,0.04052
1707.363251,1595.636749,0.0,0.04052
1708.362544,1595.637456,0.0,0.04052
1709.361837,1595.638163,0.0,0.04052
1710.361131,1595.638869,0.0,0.04052
1711.360424,1595.639576,0.0,0.04052
1712.359717,1595.640283,0.0,0.04052
1713.359011,1595.640989,0.0,0.04052
1714.358304,1595.641696,0.0,0.04052
1715.357597,1595.642403,0.0,0.04052
1716.35689,1595.64311,0.0,0.04052
1717.356184,1595.643816,0.0,0.04052
1718.355477,1595.644523,0.0,0.04052
1719.35477,1595.64523,0.0,0.04052
1720.354064,1595.645936,0.0,0.04052
1721.353357,1595.646643,0.0,0.04052
1722.35265,1595.64735,0.0,0.04052
1723.351943,1595.648057,0.0,0.04052
1724.351237,1595.648763,0.0,0.04052
1725.35053,1595.64947,0.0,0.04052
1726.349823,1595.650177,0.0,0.04052
1727.349117,1595.650883,0.0,0.04052
1728.34841,1595.65159,0.0,0.04052
1729.347703,1595.652297,0.0,0.04052
1730.346996,1595.653004,0.0,0.04052
1731.34629,1595.65371,0.0,0.04052
1732.345583,1595.654417,0.0,0.04052
1733.344876,1595.655124,0.0,0.04052
1734.34417,1595.65583,0.0,0.04052
1735.343463,1595.656537,0.0,0.04052
1736.342756,1595.657244,0.0,0.04052
1737.342049,1595.657951,0.0,0.04052
1738.341343,1595.658657,0.0,0.04052
1739.340636,1595.659364,0.0,0.04052
1740.339929,1595.660071,0.0,0.04052
1741.339223,1595.660777,0.0,0.04052
1742.338516,1595.661484,0.0,0.04052
1743.337809,1595.662191,0.0,0.04052
1744.337102,1595.662898,0.0,0.04052
1745.336396,1595.663604,0.0,0.04052
1746.335689,1595.664311,0.0,0.04052
1747.334982,1595.665018,0.0,0.04052
1748.334276,1595.665724,0.0,0.04052
1749.333569,1595.666431,0.0,0.04052
1750.332862,1595.667138,0.0,0.04052
1751.332155,1595.667845,0.0,0.04052
1752.331449,1595.668551,0.0,0.04052
1753.330742,1595.669258,0.0,0.04052
1754.330035,1595.669965,0.0,0.04052
1755.329329,1595.670671,0.0,0.04052
1756.328622,1595.671378,0.0,0.04052
1757.327915,1595.672085,0.0,0.04052
1758.327208,1595.672792,0.0,0.04052
1759.326502,1595.673498,0.0,0.04052
1760.325795,1595.674205,0.0,0.04052
1761.325088,1595.674912,0.0,0.04052
1762.324382,1595.675618,0.0,0.04052
1763.323675,1595.676325,0.0,0.04052
1764.322968,1595.677032,0.0,0.04052
1765.322261,1595.677739,0.0,0.04052
1766.321555,1595.678445,0.0,0.04052
1767.320848,1595.679152,0.0,0.04052
1768.320141,1595.679859,0.0,0.04052
1769.319435,1595.680565,0.0,0.04052
1770.318728,1595.681272,0.0,0.04052
1771.318021,1595.681979,0.0,0.04052
1772.317314,1595.682686,0.0,0.04052
1773.316608,1595.683392,0.0,0.04052
1774.315901,1595.684099,0.0,0.04052
1775.315194,1595.684806,0.0,0.04052
1776.314488,1595.685512,0.0,0.04052
1777.313781,1595.686219,0.0,0.04052
1778.313074,1595.686926,0.0,0.04052
1779.312367,1595.687633,0.0,0.04052
1780.311661,1595.688339,0.0,0.04052
1781.310954,1595.689046,0.0,0.04052
1782.310247,1595.689753,0.0,0.04052
1783.309541,1595.690459,0.0,0.04052
1784.308834,1595.691166,0.0,0.04052
1785.308127,1595.691873,0.0,0.04052
1786.30742,1595.69258,0.0,0.04052
1787.306714,1595.693286,0.0,0.04052
1788.306007,1595.693993,0.0,0.04052
1789.3053,1595.6947,0.0,0.04052
1790.304594,1595.695406,0.0,0.04052
1791.303887,1595.696113,0.0,0.04052
1792.30318,1595.69682,0.0,0.04052
1793.302473,1595.697527,0.0,0.04052
1794.301767,1595.698233,0.0,0.04052
1795.30106,1595.69894,0.0,0.04052
1796.300353,1595.699647,0.0,0.04052
1797.299647,1595.700353,0.0,0.04052
1798.29894,1595.70106,0.0,0.04052
1799.298233,1595.701767,0.0,0.04052
1800.297527,1595.702473,0.0,0.04052
1801.29682,1595.70318,0.0,0.04052
1802.296113,1595.703887,0.0,0.04052
1803.295406,1595.704594,0.0,0.04052
1804.2947,1595.7053,0.0,0.04052
1805.293993,1595.706007,0.0,0.04052
1806.293286,1595.706714,0.0,0.04052
1807.29258,1595.70742,0.0,0.04052
1808.291873,1595.708127,0.0,0.04052
1809.291166,1595.708834,0.0,0.04052
1810.290459,1595.709541,0.0,0.04052
1811.289753,1595.710247,0.0,0.04052
1812.289046,1595.710954,0.0,0.04052
1813.288339,1595.711661,0.0,0.04052
1814.287633,1595.712367,0.0,0.04052
1815.286926,1595.713074,0.0,0.04052
1816.286219,1595.713781,0.0,0.04052
1817.285512,1595.714488,0.0,0.04052
1818.284806,1595.715194,0.0,0.04052
1819.284099,1595.715901,0.0,0.04052
1820.283392,1595.716608,0.0,0.04052
1821.282686,1595.717314,0.0,0.04052
1822.281979,1595.718021,0.0,0.04052
1823.281272,1595.718728,0.0,0.04052
1824.280565,1595.719435,0.0,0.04052
1825.279859,1595.720141,0.0,0.04052
1826.279152,1595.720848,0.0,0.04052
1827.278445,1595.721555,0.0,0.04052
1828.277739,1595.722261,0.0,0.04052
1829.277032,1595.722968,0.0,0.04052
1830.276325,1595.723675,0.0,0.04052
1831.275618,1595.724382,0.0,0.04052
1832.274912,1595.725088,0.0,0.04052
1833.274205,1595.725795,0.0,0.04052
1834.273498,1595.726502,0.0,0.04052
1835.272792,1595.727208,0.0,0.04052
1836.272085,1595.727915,0.0,0.04052
1837.271378,1595.728622,0.0,0.04052
1838.270671,1595.729329,0.0,0.04052
1839.269965,1595.730035,0.0,0.04052
1840.269258,1595.730742,0.0,0.04052
1841.268551,1595.731449,0.0,0.04052
1842.267845,1595.732155,0.0,0.04052
1843.267138,1595.732862,0.0,0.04052
1844.266431,1595.733569,0.0,0.04052
1845.265724,1595.734276,0.0,0.04052
1846.265018,1595.734982,0.0,0.04052
1847.264311,1595.735689,0.0,0.04052
1848.263604,1595.736396,0.0,0.04052
1849.262898,1595.737102,0.0,0.04052
1850.262191,1595.737809,0.0,0.04052
1851.261484,1595.738516,0.0,0.04052
1852.260777,1595.739223,0.0,0.04052
1853.260071,1595.739929,0.0,0.04052
1854.259364,1595.740636,0.0,0.04052
1855.258657,1595.741343,0.0,0.04052
1856.257951,1595.742049,0.0,0.04052
1857.257244,1595.742756,0.0,0.04052
1858.256537,1595.743463,0.0,0.04052
1859.25583,1595.74417,0.0,0.04052
1860.255124,1595.744876,0.0,0.04052
1861.254417,1595.745583,0.0,0.04052
1862.25371,1595.74629,0.0,0.04052
1863.253004,1595.746996,0.0,0.04052
1864.252297,1595.747703,0.0,0.04052
1865.25159,1595.74841,0.0,0.04052
1866.250883,1595.749117,0.0,0.04052
1867.250177,1595.749823,0.0,0.04052
1868.24947,1595.75053,0.0,0.04052
1869.248763,1595.751237,0.0,0.04052
1870.248057,1595.751943,0.0,0.04052
1871.24735,1595.75265,0.0,0.04052
1872.246643,1595.753357,0.0,0.04052
1873.245936,1595.754064,0.0,0.04052
1874.24523,1595.75477,0.0,0.04052
1875.244523,1595.755477,0.0,0.04052
1876.243816,1595.756184,0.0,0.04052
1877.24311,1595.75689,0.0,0.04052
1878.242403,1595.757597,0.0,0.04052
1879.241696,1595.758304,0.0,0.04052
1880.240989,1595.759011,0.0,0.04052
1881.240283,1595.759717,0.0,0.04052
1882.239576,1595.760424,0.0,0.04052
1883.238869,1595.761131,0.0,0.04052
1884.238163,1595.761837,0.0,0.04052
1885.237456,1595.762544,0.0,0.04052
1886.236749,1595.763251,0.0,0.04052
1887.236042,1595.763958,0.0,0.04052
1888.235336,1595.764664,0.0,0.04052
1889.234629,1595.765371,0.0,0.04052
1890.233922,1595.766078,0.0,0.04052
1891.233216,1595.766784,0.0,0.04052
1892.232509,1595.767491,0.0,0.04052
1893.231802,1595.768198,0.0,0.04052
1894.231095,1595.768905,0.0,0.04052
1895.230389,1595.769611,0.0,0.04052
1896.229682,1595.770318,0.0,0.04052
1897.228975,1595.771025,0.0,0.04052
1898.228269,1595.771731,0.0,0.04052
1899.227562,1595.772438,0.0,0.04052
1900.226855,1595.773145,0.0,0.04052
1901.226148,1595.773852,0.0,0.04052
1902.225442,1595.774558,0.0,0.04052
1903.224735,1595.775265,0.0,0.04052
1904.224028,1595.775972,0.0,0.04052
1905.223322,1595.776678,0.0,0.04052
1906.222615,1595.777385,0.0,0.04052
1907.221908,1595.778092,0.0,0.04052
1908.221201,1595.778799,0.0,0.04052
1909.220495,1595.779505,0.0,0.04052
1910.219788,1595.780212,0.0,0.04052
1911.219081,1595.780919,0.0,0.04052
1912.218375,1595.781625,0.0,0.04052
1913.217668,1595.782332,0.0,0.04052
1914.216961,1595.783039,0.0,0.04052
1915.216254,1595.783746,0.0,0.04052
1916.215548,1595.784452,0.0,0.04052
1917.214841,1595.785159,0.0,0.04052
1918.214134,1595.785866,0.0,0.04052
1919.213428,1595.786572,0.0,0.04052
1920.212721,1595.787279,0.0,0.04052
1921.212014,1595.787986,0.0,0.04052
1922.211307,1595.788693,0.0,0.04052
1923.210601,1595.789399,0.0,0.04052
1924.209894,1595.790106,0.0,0.04052
1925.209187,1595.790813,0.0,0.04052
1926.208481,1595.791519,0.0,0.04052
1927.207774,1595.792226,0.0,0.04052
1928.207067,1595.792933,0.0,0.04052
1929.20636,1595.79364,0.0,0.04052
1930.205654,1595.794346,0.0,0.04052
1931.204947,1595.795053,0.0,0.04052
1932.20424,1595.79576,0.0,0.04052
1933.203534,1595.796466,0.0,0.04052
1934.202827,1595.797173,0.0,0.04052
1935.20212,1595.79788,0.0,0.04052
1936.201413,1595.798587,0.0,0.04052
1937.200707,1595.799293,0.0,0.04052
1938.2,1595.8,0.0,0.04052
1939.199293,1595.800707,0.0,0.04052
1940.198587,1595.801413,0.0,0.04052
1941.19788,1595.80212,0.0,0.04052
1942.197173,1595.802827,0.0,0.04052
1943.196466,1595.803534,0.0,0.04052
1944.19576,1595.80424,0.0,0.04052
1945.195053,1595.804947,0.0,0.04052
1946.194346,1595.805654,0.0,0.04052
1947.19364,1595.80636,0.0,0.04052
1948.192933,1595.807067,0.0,0.04052
1949.192226,1595.807774,0.0,0.04052
1950.191519,1595.808481,0.0,0.04052
1951.190813,1595.809187,0.0,0.04052
1952.190106,1595.809894,0.0,0.04052
1953.189399,1595.810601,0.0,0.04052
1954.188693,1595.811307,0.0,0.04052
1955.187986,1595.812014,0.0,0.04052
1956.187279,1595.812721,0.0,0.04052
1957.186572,1595.813428,0.0,0.04052
1958.185866,1595.814134,0.0,0.04052
1959.185159,1595.814841,0.0,0.04052
1960.184452,1595.815548,0.0,0.04052
1961.183746,1595.816254,0.0,0.04052
1962.183039,1595.816961,0.0,0.04052
1963.182332,1595.817668,0.0,0.04052
1964.181625,1595.818375,0.0,0.04052
1965.180919,1595.819081,0.0,0.04052
1966.180212,1595.819788,0.0,0.04052
1967.179505,1595.820495,0.0,0.04052
1968.178799,1595.821201,0.0,0.04052
1969.178092,1595.821908,0.0,0.04052
1970.177385,1595.822615,0.0,0.04052
1971.176678,1595.823322,0.0,0.04052
1972.175972,1595.824028,0.0,0.04052
1973.175265,1595.824735,0.0,0.04052
1974.174558,1595.825442,0.0,0.04052
1975.173852,1595.826148,0.0,0.04052
1976.173145,1595.826855,0.0,0.04052
1977.172438,1595.827562,0.0,0.04052
1978.171731,1595.828269,0.0,0.04052
1979.171025,1595.828975,0.0,0.04052
1980.170318,1595.829682,0.0,0.04052
1981.169611,1595.830389,0.0,0.04052
1982.168905,1595.831095,0.0,0.04052
1983.168198,1595.831802,0.0,0.04052
1984.167491,1595.832509,0.0,0.04052
1985.166784,1595.833216,0.0,0.04052
1986.166078,1595.833922,0.0,0.04052
1987.165371,1595.834629,0.0,0.04052
1988.164664,1595.835336,0.0,0.04052
1989.163958,1595.836042,0.0,0.04052
1990.163251,1595.836749,0.0,0.04052
1991.162544,1595.837456,0.0,0.04052
1992.161837,1595.838163,0.0,0.04052
1993.161131,1595.838869,0.0,0.04052
1994.160424,1595.839576,0.0,0.04052
1995.159717,1595.840283,0.0,0.04052
1996.159011,1595.840989,0.0,0.04052
1997.158304,1595.841696,0.0,0.04052
1998.157597,1595.842403,0.0,0.04052
1999.15689,1595.84311,0.0,0.04052
2000.156184,1595.843816,0.0,0.04052
2001.155477,1595.844523,0.0,0.04052
2002.15477,1595.84523,0.0,0.04052
2003.154064,1595.845936,0.0,0.04052
2004.153357,1595.846643,0.0,0.04052
2005.15265,1595.84735,0.0,0.04052
2006.151943,1595.848057,0.0,0.04052
2007.151237,1595.848763,0.0,0.04052
2008.15053,1595.84947,0.0,0.04052
2009.149823,1595.850177,0.0,0.04052
2010.149117,1595.850883,0.0,0.04052
2011.14841,1595.85159,0.0,0.04052
2012.147703,1595.852297,0.0,0.04052
2013.146996,1595.853004,0.0,0.04052
2014.14629,1595.85371,0.0,0.04052
2015.145583,1595.854417,0.0,0.04052
2016.144876,1595.855124,0.0,0.04052
2017.14417,1595.85583,0.0,0.04052
2018.143463,1595.856537,0.0,0.04052
2019.142756,1595.857244,0.0,0.04052
2020.142049,1595.857951,0.0,0.04052
2021.141343,1595.858657,0.0,0.04052
2022.140636,1595.859364,0.0,0.04052
2023.139929,1595.860071,0.0,0.04052
2024.139223,1595.860777,0.0,0.04052
2025.138516,1595.861484,0.0,0.04052
2026.137809,1595.862191,0.0,0.04052
2027.137102,1595.862898,0.0,0.04052
2028.136396,1595.863604,0.0,0.04052
2029.135689,1595.864311,0.0,0.04052
2030.134982,1595.865018,0.0,0.04052
2031.134276,1595.865724,0.0,0.04052
2032.133569,1595.866431,0.0,0.04052
2033.132862,1595.867138,0.0,0.04052
2034.132155,1595.867845,0.0,0.04052
2035.131449,1595.868551,0.0,0.04052
2036.130742,1595.869258,0.0,0.04052
2037.130035,1595.869965,0.0,0.04052
2038.129329,1595.870671,0.0,0.04052
2039.128622,1595.871378,0.0,0.04052
2040.127915,1595.872085,0.0,0.04052
2041.127208,1595.872792,0.0,0.04052
2042.126502,1595.873498,0.0,0.04052
2043.125795,1595.874205,0.0,0.04052
2044.125088,1595.874912,0.0,0.04052
2045.124382,1595.875618,0.0,0.04052
2046.123675,1595.876325,0.0,0.04052
2047.122968,1595.877032,0.0,0.04052
2048.122261,1595.877739,0.0,0.04052
2049.121555,1595.878445,0.0,0.04052
2050.120848,1595.879152,0.0,0.04052
2051.120141,1595.879859,0.0,0.04052
2052.119435,1595.880565,0.0,0.04052
2053.118728,1595.881272,0.0,0.04052
2054.118021,1595.881979,0.0,0.04052
2055.117314,1595.882686,0.0,0.04052
2056.116608,1595.883392,0.0,0.04052
2057.115901,1595.884099,0.0,0.04052
2058.115194,1595.884806,0.0,0.04052
2059.114488,1595.885512,0.0,0.04052
2060.113781,1595.886219,0.0,0.04052
2061.113074,1595.886926,0.0,0.04052
2062.112367,1595.887633,0.0,0.04052
2063.111661,1595.888339,0.0,0.04052
2064.110954,1595.889046,0.0,0.04052
2065.110247,1595.889753,0.0,0.04052
2066.109541,1595.890459,0.0,0.04052
2067.108834,1595.891166,0.0,0.04052
2068.108127,1595.891873,0.0,0.04052
2069.10742,1595.89258,0.0,0.04052
2070.106714,1595.893286,0.0,0.04052
2071.106007,1595.893993,0.0,0.04052
2072.1053,1595.8947,0.0,0.04052
2073.104594,1595.895406,0.0,0.04052
2074.103887,1595.896113,0.0,0.04052
2075.10318,1595.89682,0.0,0.04052
2076.102473,1595.897527,0.0,0.04052
2077.101767,1595.898233,0.0,0.04052
2078.10106,1595.89894,0.0,0.04052
2079.100353,1595.899647,0.0,0.04052
2080.099647,1595.900353,0.0,0.04052
2081.09894,1595.90106,0.0,0.04052
2082.098233,1595.901767,0.0,0.04052
2083.097527,1595.902473,0.0,0.04052
2084.09682,1595.90318,0.0,0.04052
2085.096113,1595.903887,0.0,0.04052
2086.095406,1595.904594,0.0,0.04052
2087.0947,1595.9053,0.0,0.04052
2088.093993,1595.906007,0.0,0.04052
2089.093286,1595.906714,0.0,0.04052
2090.09258,1595.90742,0.0,0.04052
2091.091873,1595.908127,0.0,0.04052
2092.091166,1595.908834,0.0,0.04052
2093.090459,1595.909541,0.0,0.04052
2094.089753,1595.910247,0.0,0.04052
2095.089046,1595.910954,0.0,0.04052
2096.088339,1595.911661,0.0,0.04052
2097.087633,1595.912367,0.0,0.04052
2098.086926,1595.913074,0.0,0.04052
2099.086219,1595.913781,0.0,0.04052
2100.085512,1595.914488,0.0,0.04052
2101.084806,1595.915194,0.0,0.04052
2102.084099,1595.915901,0.0,0.04052
2103.083392,1595.916608,0.0,0.04052
2104.082686,1595.917314,0.0,0.04052
2105.081979,1595.918021,0.0,0.04052
2106.081272,1595.918728,0.0,0.04052
2107.080565,1595.919435,0.0,0.04052
2108.079859,1595.920141,0.0,0.04052
2109.079152,1595.920848,0.0,0.04052
2110.078445,1595.921555,0.0,0.04052
2111.077739,1595.922261,0.0,0.04052
2112.077032,1595.922968,0.0,0.04052
2113.076325,1595.923675,0.0,0.04052
2114.075618,1595.924382,0.0,0.04052
2115.074912,1595.925088,0.0,0.04052
2116.074205,1595.925795,0.0,0.04052
2117.073498,1595.926502,0.0,0.04052
2118.072792,1595.927208,0.0,0.04052
2119.072085,1595.927915,0.0,0.04052
2120.071378,1595.928622,0.0,0.04052
2121.070671,1595.929329,0.0,0.04052
2122.069965,1595.930035,0.0,0.04052
2123.069258,1595.930742,0.0,0.04052
2124.068551,1595.931449,0.0,0.04052
2125.067845,1595.932155,0.0,0.04052
2126.067138,1595.932862,0.0,0.04052
2127.066431,1595.933569,0.0,0.04052
2128.065724,1595.934276,0.0,0.04052
2129.065018,1595.934982,0.0,0.04052
2130.064311,1595.935689,0.0,0.04052
2131.063604,1595.936396,0.0,0.04052
2132.062898,1595.937102,0.0,0.04052
2133.062191,1595.937809,0.0,0.04052
2134.061484,1595.938516,0.0,0.04052
2135.060777,1595.939223,0.0,0.04052
2136.060071,1595.939929,0.0,0.04052
2137.059364,1595.940636,0.0,0.04052
2138.058657,1595.941343,0.0,0.04052
2139.057951,1595.942049,0.0,0.04052
2140.057244,1595.942756,0.0,0.04052
2141.056537,1595.943463,0.0,0.04052
2142.05583,1595.94417,0.0,0.04052
2143.055124,1595.944876,0.0,0.04052
2144.054417,1595.945583,0.0,0.04052
2145.05371,1595.94629,0.0,0.04052
