x,y,z,theta
1258.680565,1595.319435,0.0,0.04052
1259.679859,1595.320141,0.0,0.04052
1260.679152,1595.320848,0.0,0.04052
1261.678445,1595.321555,0.0,0.04052
1262.677739,1595.322261,0.0,0.04052
1263.677032,1595.322968,0.0,0.04052
1264.676325,1595.323675,0.0,0.04052
1265.675618,1595.324382,0.0,0.04052
1266.674912,1595.325088,0.0,0.04052
1267.674205,1595.325795,0.0,0.04052
1268.673498,1595.326502,0.0,0.04052
1269.672792,1595.327208,0.0,0.04052
1270.672085,1595.327915,0.0,0.04052
1271.671378,1595.328622,0.0,0.04052
1272.670671,1595.329329,0.0,0.04052
1273.669965,1595.330035,0.0,0.04052
1274.669258,1595.330742,0.0,0.04052
1275.668551,1595.331449,0.0,0.04052
1276.667845,1595.332155,0.0,0.04052
1277.667138,1595.332862,0.0,0.04052
1278.666431,1595.333569,0.0,0.04052
1279.665724,1595.334276,0.0,0.04052
1280.665018,1595.334982,0.0,0.04052
1281.664311,1595.335689,0.0,0.04052
1282.663604,1595.336396,0.0,0.04052
1283.662898,1595.337102,0.0,0.04052
1284.662191,1595.337809,0.0,0.04052
1285.661484,1595.338516,0.0,0.04052
1286.660777,1595.339223,0.0,0.04052
1287.660071,1595.339929,0.0,0.04052
1288.659364,1595.340636,0.0,0.04052
1289.658657,1595.341343,0.0,0.04052
1290.657951,1595.342049,0.0,0.04052
1291.657244,1595.342756,0.0,0.04052
1292.656537,1595.343463,0.0,0.04052
1293.65583,1595.34417,0.0,0.04052
1294.655124,1595.344876,0.0,0.04052
1295.654417,1595.345583,0.0,0.04052
1296.65371,1595.34629,0.0,0.04052
1297.653004,1595.346996,0.0,0.04052
1298.652297,1595.347703,0.0,0.04052
1299.65159,1595.34841,0.0,0.04052
1300.650883,1595.349117,0.0,0.04052
1301.650177,1595.349823,0.0,0.04052
1302.64947,1595.35053,0.0,0.04052
1303.648763,1595.351237,0.0,0.04052
1304.648057,1595.351943,0.0,0.04052
1305.64735,1595.35265,0.0,0.04052
1306.646643,1595.353357,0.0,0.04052
1307.645936,1595.354064,0.0,0.04052
1308.64523,1595.35477,0.0,0.04052
1309.644523,1595.355477,0.0,0.04052
1310.643816,1595.356184,0.0,0.04052
1311.64311,1595.35689,0.0,0.04052
1312.642403,1595.357597,0.0,0.04052
1313.641696,1595.358304,0.0,0.04052
1314.640989,1595.359011,0.0,0.04052
1315.640283,1595.359717,0.0,0.04052
1316.639576,1595.360424,0.0,0.04052
1317.638869,1595.361131,0.0,0.04052
1318.638163,1595.361837,0.0,0.04052
1319.637456,1595.362544,0.0,0.04052
1320.636749,1595.363251,0.0,0.04052
1321.636042,1595.363958,0.0,0.04052
1322.635336,1595.364664,0.0,0.04052
1323.634629,1595.365371,0.0,0.04052
1324.633922,1595.366078,0.0,0.04052
1325.633216,1595.366784,0.0,0.04052
1326.632509,1595.367491,0.0,0.04052
1327.631802,1595.368198,0.0,0.04052
1328.631095,1595.368905,0.0,0.04052
1329.630389,1595.369611,0.0,0.04052
1330.629682,1595.370318,0.0,0.04052
1331.628975,1595.371025,0.0,0.04052
1332.628269,1595.371731,0.0,0.04052
1333.627562,1595.372438,0.0,0.04052
1334.626855,1595.373145,0.0,0.04052
1335.626148,1595.373852,0.0,0.04052
1336.625442,1595.374558,0.0,0.04052
1337.624735,1595.375265,0.0,0.04052
1338.624028,1595.375972,0.0,0.04052
1339.623322,1595.376678,0.0,0.04052
1340.622615,1595.377385,0.0,0.04052
1341.621908,1595.378092,0.0,0.04052
1342.621201,1595.378799,0.0,0.04052
1343.620495,1595.379505,0.0,0.04052
1344.619788,1595.380212,0.0,0.04052
1345.619081,1595.380919,0.0,0.04052
1346.618375,1595.381625,0.0,0.04052
1347.617668,1595.382332,0.0,0.04052
1348.616961,1595.383039,0.0,0.04052
1349.616254,1595.383746,0.0,0.04052
1350.615548,1595.384452,0.0,0.04052
1351.614841,1595.385159,0.0,0.04052
1352.614134,1595.385866,0.0,0.04052
1353.613428,1595.386572,0.0,0.04052
1354.612721,1595.387279,0.0,0.04052
1355.612014,1595.387986,0.0,0.04052
1356.611307,1595.388693,0.0,0.04052
1357.610601,1595.389399,0.0,0.04052
1358.609894,1595.390106,0.0,0.04052
1359.609187,1595.390813,0.0,0.04052
1360.608481,1595.391519,0.0,0.04052
1361.607774,1595.392226,0.0,0.04052
1362.607067,1595.392933,0.0,0.04052
1363.60636,1595.39364,0.0,0.04052
1364.605654,1595.394346,0.0,0.04052
1365.604947,1595.395053,0.0,0.04052
1366.60424,1595.39576,0.0,0.04052
1367.603534,1595.396466,0.0,0.04052
1368.602827,1595.397173,0.0,0.04052
1369.60212,1595.39788,0.0,0.04052
1370.601413,1595.398587,0.0,0.04052
1371.600707,1595.399293,0.0,0.04052
1372.6,1595.4,0.0,0.04052
1373.599293,1595.400707,0.0,0.04052
1374.598587,1595.401413,0.0,0.04052
1375.59788,1595.40212,0.0,0.04052
1376.597173,1595.402827,0.0,0.04052
1377.596466,1595.403534,0.0,0.04052
1378.59576,1595.40424,0.0,0.04052
1379.595053,1595.404947,0.0,0.04052
1380.594346,1595.405654,0.0,0.04052
1381.59364,1595.40636,0.0,0.04052
1382.592933,1595.407067,0.0,0.04052
1383.592226,1595.407774,0.0,0.04052
1384.591519,1595.408481,0.0,0.04052
1385.590813,1595.409187,0.0,0.04052
1386.590106,1595.409894,0.0,0.04052
1387.589399,1595.410601,0.0,0.04052
1388.588693,1595.411307,0.0,0.04052
1389.587986,1595.412014,0.0,0.04052
1390.587279,1595.412721,0.0,0.04052
1391.586572,1595.413428,0.0,0.04052
1392.585866,1595.414134,0.0,0.04052
1393.585159,1595.414841,0.0,0.04052
1394.584452,1595.415548,0.0,0.04052
1395.583746,1595.416254,0.0,0.04052
1396.583039,1595.416961,0.0,0.04052
1397.582332,1595.417668,0.0,0.04052
1398.581625,1595.418375,0.0,0.04052
1399.580919,1595.419081,0.0,0.04052
1400.580212,1595.419788,0.0,0.04052
1401.579505,1595.420495,0.0,0.04052
1402.578799,1595.421201,0.0,0.04052
1403.578092,1595.421908,0.0,0.04052
1404.577385,1595.422615,0.0,0.04052
1405.576678,1595.423322,0.0,0.04052
1406.575972,1595.424028,0.0,0.04052
1407.575265,1595.424735,0.0,0.04052
1408.574558,1595.425442,0.0,0.04052
1409.573852,1595.426148,0.0,0.04052
1410.573145,1595.426855,0.0,0.04052
1411.572438,1595.427562,0.0,0.04052
1412.571731,1595.428269,0.0,0.04052
1413.571025,1595.428975,0.0,0.04052
1414.570318,1595.429682,0.0,0.04052
1415.569611,1595.430389,0.0,0.04052
1416.568905,1595.431095,0.0,0.04052
1417.568198,1595.431802,0.0,0.04052
1418.567491,1595.432509,0.0,0.04052
1419.566784,1595.433216,0.0,0.04052
1420.566078,1595.433922,0.0,0.04052
1421.565371,1595.434629,0.0,0.04052
1422.564664,1595.435336,0.0,0.04052
1423.563958,1595.436042,0.0,0.04052
1424.563251,1595.436749,0.0,0.04052
1425.562544,1595.437456,0.0,0.04052
1426.561837,1595.438163,0.0,0.04052
1427.561131,1595.438869,0.0,0.04052
1428.560424,1595.439576,0.0,0.04052
1429.559717,1595.440283,0.0,0.04052
1430.559011,1595.440989,0.0,0.04052
1431.558304,1595.441696,0.0,0.04052
1432.557597,1595.442403,0.0,0.04052
1433.55689,1595.44311,0.0,0.04052
1434.556184,1595.443816,0.0,0.04052
1435.555477,1595.444523,0.0,0.04052
1436.55477,1595.44523,0.0,0.04052
1437.554064,1595.445936,0.0,0.04052
1438.553357,1595.446643,0.0,0.04052
1439.55265,1595.44735,0.0,0.04052
1440.551943,1595.448057,0.0,0.04052
1441.551237,1595.448763,0.0,0.04052
1442.55053,1595.44947,0.0,0.04052
1443.549823,1595.450177,0.0,0.04052
1444.549117,1595.450883,0.0,0.04052
1445.54841,1595.45159,0.0,0.04052
1446.547703,1595.452297,0.0,0.04052
1447.546996,1595.453004,0.0,0.04052
1448.54629,1595.45371,0.0,0.04052
1449.545583,1595.454417,0.0,0.04052
1450.544876,1595.455124,0.0,0.04052
1451.54417,1595.45583,0.0,0.04052
1452.543463,1595.456537,0.0,0.04052
1453.542756,1595.457244,0.0,0.04052
1454.542049,1595.457951,0.0,0.04052
1455.541343,1595.458657,0.0,0.04052
1456.540636,1595.459364,0.0,0.04052
1457.539929,1595.460071,0.0,0.04052
1458.539223,1595.460777,0.0,0.04052
1459.538516,1595.461484,0.0,0.04052
1460.537809,1595.462191,0.0,0.04052
1461.537102,1595.462898,0.0,0.04052
1462.536396,1595.463604,0.0,0.04052
1463.535689,1595.464311,0.0,0.04052
1464.534982,1595.465018,0.0,0.04052
1465.534276,1595.465724,0.0,0.04052
1466.533569,1595.466431,0.0,0.04052
1467.532862,1595.467138,0.0,0.04052
1468.532155,1595.467845,0.0,0.04052
1469.531449,1595.468551,0.0,0.04052
1470.530742,1595.469258,0.0,0.04052
1471.530035,1595.469965,0.0,0.04052
1472.529329,1595.470671,0.0,0.04052
1473.528622,1595.471378,0.0,0.04052
1474.527915,1595.472085,0.0,0.04052
1475.527208,1595.472792,0.0,0.04052
1476.526502,1595.473498,0.0,0.04052
1477.525795,1595.474205,0.0,0.04052
1478.525088,1595.474912,0.0,0.04052
1479.524382,1595.475618,0.0,0.04052
