1759276803241,4313,134039024,10,6.593,0.000,0.000,255,0,0,0,0
T2025_10_01__000003_250,user,1,C:\Marvelmind\dashboard\maps\map_2025_10_01__0000_autosave.ini
1759276803252,11,134039035,12,-0.017,4.197,0.000,255,0,0,0,0
T2025_10_01__000005_074,user,1,C:\Marvelmind\dashboard\maps\map_2025_10_01__0000_autosave.ini
1759276805074,1822,134040857,11,0.000,0.000,0.000,255,0,0,0,0
1759276809022,3948,134044805,13,6.622,4.189,0.000,255,0,0,0,0
1759276813284,4262,134049067,10,6.593,0.000,0.000,255,0,0,0,0
1759276813284,0,134049067,12,-0.017,4.197,0.000,255,0,0,0,0
1759276815140,1856,134050923,11,0.000,0.000,0.000,255,0,0,0,0
1759276819067,3927,134054850,13,6.622,4.189,0.000,255,0,0,0,0
1759276823292,4225,134059075,10,6.593,0.000,0.000,255,0,0,0,0
1759276823292,0,134059075,12,-0.017,4.197,0.000,255,0,0,0,0
1759276825214,1922,134060997,11,0.000,0.000,0.000,255,0,0,0,0
1759276829123,3909,134064906,13,6.622,4.189,0.000,255,0,0,0,0
1759276833359,4236,134069142,10,6.593,0.000,0.000,255,0,0,0,0
1759276833359,0,134069142,12,-0.017,4.197,0.000,255,0,0,0,0
1759276835244,1885,134071027,11,0.000,0.000,0.000,255,0,0,0,0
1759276839187,3943,134074970,13,6.622,4.189,0.000,255,0,0,0,0
1759276843419,4232,134079202,10,6.593,0.000,0.000,255,0,0,0,0
1759276843419,0,134079202,12,-0.017,4.197,0.000,255,0,0,0,0
1759276845279,1860,134081062,11,0.000,0.000,0.000,255,0,0,0,0
1759276849192,3913,134084975,13,6.622,4.189,0.000,255,0,0,0,0
1759276853441,4249,134089224,10,6.593,0.000,0.000,255,0,0,0,0
1759276853442,1,134089225,12,-0.017,4.197,0.000,255,0,0,0,0
1759276855297,1855,134091080,11,0.000,0.000,0.000,255,0,0,0,0
1759276859224,3927,134095007,13,6.622,4.189,0.000,255,0,0,0,0
1759276863459,4235,134099242,10,6.593,0.000,0.000,255,0,0,0,0
1759276863459,0,134099242,12,-0.017,4.197,0.000,255,0,0,0,0
1759276865341,1882,134101124,11,0.000,0.000,0.000,255,0,0,0,0
1759276869309,3968,134105092,13,6.622,4.189,0.000,255,0,0,0,0
1759276873487,4178,134109270,10,6.593,0.000,0.000,255,0,0,0,0
1759276873487,0,134109270,12,-0.017,4.197,0.000,255,0,0,0,0
1759276875392,1905,134111175,11,0.000,0.000,0.000,255,0,0,0,0
1759276879368,3976,134115151,13,6.622,4.189,0.000,255,0,0,0,0
1759276883507,4139,134119290,10,6.593,0.000,0.000,255,0,0,0,0
1759276883507,0,134119290,12,-0.017,4.197,0.000,255,0,0,0,0
1759276885475,1968,134121258,11,0.000,0.000,0.000,255,0,0,0,0
1759276889415,3940,134125198,13,6.622,4.189,0.000,255,0,0,0,0
1759276893508,4093,134129291,10,6.593,0.000,0.000,255,0,0,0,0
1759276893508,0,134129291,12,-0.017,4.197,0.000,255,0,0,0,0
1759276895514,2006,134131297,11,0.000,0.000,0.000,255,0,0,0,0
1759276899480,3966,134135263,13,6.622,4.189,0.000,255,0,0,0,0
1759276903549,4069,134139332,10,6.593,0.000,0.000,255,0,0,0,0
1759276903549,0,134139332,12,-0.017,4.197,0.000,255,0,0,0,0
1759276905572,2023,134141355,11,0.000,0.000,0.000,255,0,0,0,0
1759276909557,3985,134145340,13,6.622,4.189,0.000,255,0,0,0,0
1759276913557,4000,134149340,10,6.593,0.000,0.000,255,0,0,0,0
1759276913557,0,134149340,12,-0.017,4.197,0.000,255,0,0,0,0
1759276915630,2073,134151413,11,0.000,0.000,0.000,255,0,0,0,0
1759276919596,3966,134155379,13,6.622,4.189,0.000,255,0,0,0,0
1759276923639,4043,134159422,10,6.593,0.000,0.000,255,0,0,0,0
1759276923639,0,134159422,12,-0.017,4.197,0.000,255,0,0,0,0
1759276925699,2060,134161482,11,0.000,0.000,0.000,255,0,0,0,0
1759276929641,3942,134165424,13,6.622,4.189,0.000,255,0,0,0,0
1759276933676,4035,134169459,10,6.593,0.000,0.000,255,0,0,0,0
1759276933676,0,134169459,12,-0.017,4.197,0.000,255,0,0,0,0
1759276935714,2038,134171497,11,0.000,0.000,0.000,255,0,0,0,0
1759276939700,3986,134175483,13,6.622,4.189,0.000,255,0,0,0,0
1759276943748,4048,134179531,10,6.593,0.000,0.000,255,0,0,0,0
1759276943748,0,134179531,12,-0.017,4.197,0.000,255,0,0,0,0
1759276945750,2002,134181533,11,0.000,0.000,0.000,255,0,0,0,0
1759276949705,3955,134185488,13,6.622,4.189,0.000,255,0,0,0,0
1759276953805,4100,134189588,10,6.593,0.000,0.000,255,0,0,0,0
1759276953805,0,134189588,12,-0.017,4.197,0.000,255,0,0,0,0
1759276955860,2055,134191643,11,0.000,0.000,0.000,255,0,0,0,0
1759276959714,3854,134195497,13,6.622,4.189,0.000,255,0,0,0,0
1759276963806,4092,134199589,10,6.593,0.000,0.000,255,0,0,0,0
1759276963806,0,134199589,12,-0.017,4.197,0.000,255,0,0,0,0
1759276965875,2069,134201658,11,0.000,0.000,0.000,255,0,0,0,0
1759276969834,3959,134205617,13,6.622,4.189,0.000,255,0,0,0,0
1759276973808,3974,134209591,10,6.593,0.000,0.000,255,0,0,0,0
1759276973808,0,134209591,12,-0.017,4.197,0.000,255,0,0,0,0
1759276975935,2127,134211718,11,0.000,0.000,0.000,255,0,0,0,0
1759276979879,3944,134215662,13,6.622,4.189,0.000,255,0,0,0,0
1759276983857,3978,134219640,10,6.593,0.000,0.000,255,0,0,0,0
1759276983857,0,134219640,12,-0.017,4.197,0.000,255,0,0,0,0
1759276985996,2139,134221779,11,0.000,0.000,0.000,255,0,0,0,0
1759276989904,3908,134225687,13,6.622,4.189,0.000,255,0,0,0,0
1759276993912,4008,134229695,10,6.593,0.000,0.000,255,0,0,0,0
1759276993912,0,134229695,12,-0.017,4.197,0.000,255,0,0,0,0
1759276996063,2151,134231846,11,0.000,0.000,0.000,255,0,0,0,0
1759276999934,3871,134235717,13,6.622,4.189,0.000,255,0,0,0,0
1759277003951,4017,134239734,10,6.593,0.000,0.000,255,0,0,0,0
1759277003951,0,134239734,12,-0.017,4.197,0.000,255,0,0,0,0
1759277006141,2190,134241924,11,0.000,0.000,0.000,255,0,0,0,0
1759277009966,3825,134245749,13,6.622,4.189,0.000,255,0,0,0,0
1759277013954,3988,134249737,10,6.593,0.000,0.000,255,0,0,0,0
1759277013954,0,134249737,12,-0.017,4.197,0.000,255,0,0,0,0
1759277016146,2192,134251929,11,0.000,0.000,0.000,255,0,0,0,0
1759277020011,3865,134255794,13,6.622,4.189,0.000,255,0,0,0,0
1759277024032,4021,134259815,10,6.593,0.000,0.000,255,0,0,0,0
1759277024032,0,134259815,12,-0.017,4.197,0.000,255,0,0,0,0
1759277026180,2148,134261963,11,0.000,0.000,0.000,255,0,0,0,0
1759277030012,3832,134265795,13,6.622,4.189,0.000,255,0,0,0,0
1759277034036,4024,134269819,10,6.593,0.000,0.000,255,0,0,0,0
1759277034036,0,134269819,12,-0.017,4.197,0.000,255,0,0,0,0
1759277036220,2184,134272003,11,0.000,0.000,0.000,255,0,0,0,0
1759277040078,3858,134275861,13,6.622,4.189,0.000,255,0,0,0,0
1759277044047,3969,134279830,10,6.593,0.000,0.000,255,0,0,0,0
1759277044047,0,134279830,12,-0.017,4.197,0.000,255,0,0,0,0
1759277046253,2206,134282036,11,0.000,0.000,0.000,255,0,0,0,0
1759277050094,3841,134285877,13,6.622,4.189,0.000,255,0,0,0,0
1759277054111,4017,134289894,10,6.593,0.000,0.000,255,0,0,0,0
1759277054111,0,134289894,12,-0.017,4.197,0.000,255,0,0,0,0
1759277056260,2149,134292043,11,0.000,0.000,0.000,255,0,0,0,0
1759277060175,3915,134295958,13,6.622,4.189,0.000,255,0,0,0,0
1759277064193,4018,134299976,10,6.593,0.000,0.000,255,0,0,0,0
1759277064193,0,134299976,12,-0.017,4.197,0.000,255,0,0,0,0
1759277066287,2094,134302070,11,0.000,0.000,0.000,255,0,0,0,0
1759277070215,3928,134305998,13,6.622,4.189,0.000,255,0,0,0,0
1759277074236,4021,134310019,10,6.593,0.000,0.000,255,0,0,0,0
1759277074236,0,134310019,12,-0.017,4.197,0.000,255,0,0,0,0
1759277076362,2126,134312145,11,0.000,0.000,0.000,255,0,0,0,0
1759277080248,3886,134316031,13,6.622,4.189,0.000,255,0,0,0,0
1759277084268,4020,134320051,10,6.593,0.000,0.000,255,0,0,0,0
1759277084268,0,134320051,12,-0.017,4.197,0.000,255,0,0,0,0
1759277086412,2144,134322195,11,0.000,0.000,0.000,255,0,0,0,0
1759277090276,3864,134326059,13,6.622,4.189,0.000,255,0,0,0,0
1759277094295,4019,134330078,10,6.593,0.000,0.000,255,0,0,0,0
1759277094295,0,134330078,12,-0.017,4.197,0.000,255,0,0,0,0
1759277096433,2138,134332216,11,0.000,0.000,0.000,255,0,0,0,0
1759277100286,3853,134336069,13,6.622,4.189,0.000,255,0,0,0,0
1759277104348,4062,134340131,10,6.593,0.000,0.000,255,0,0,0,0
1759277104348,0,134340131,12,-0.017,4.197,0.000,255,0,0,0,0
